chunk_id,document_id,manufacturer,product,source_file,section_number,page_start,page_end,chunk_index,chunk_count_for_section,token_estimate,content_types,table_count,image_count,content_chars
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec04__chunk02,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,4,2,3,2,2,511,"image,ocr,table,text",3,2,4289
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec05__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,5,3,3,1,1,555,"table,text",1,0,4444
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec06__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,6,3,3,1,1,611,"table,text",1,0,4625
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec07__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,7,3,4,1,2,509,"image,ocr,table,text",3,1,3902
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec07__chunk02,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,7,3,4,2,2,819,"image,ocr,table,text",3,1,7201
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec08__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,8,4,6,1,4,819,"image,ocr,table,text",10,10,6960
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec08__chunk02,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,8,4,6,2,4,247,"image,ocr,table,text",10,10,3354
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec08__chunk03,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,8,4,6,3,4,915,"image,ocr,table,text",10,10,8254
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec08__chunk04,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,8,4,6,4,4,827,"image,ocr,table,text",10,10,9825
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec09__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,9,6,6,1,1,709,"image,ocr,table,text",1,1,6635
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec10__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,10,6,7,1,1,767,"image,ocr,table,text",5,3,7988
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec11__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,11,7,9,1,5,837,"image,ocr,table,text",7,3,5610
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec11__chunk02,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,11,7,9,2,5,201,"image,ocr,table,text",7,3,1293
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec11__chunk03,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,11,7,9,3,5,841,"image,ocr,table,text",7,3,6609
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec11__chunk04,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,11,7,9,4,5,765,"image,ocr,table,text",7,3,7710
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec11__chunk05,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,11,7,9,5,5,590,"image,ocr,table,text",7,3,7615
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec12__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,12,9,11,1,5,845,"image,ocr,table,text",11,5,5395
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec12__chunk02,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,12,9,11,2,5,622,"image,ocr,table,text",11,5,7245
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec12__chunk03,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,12,9,11,3,5,823,"image,ocr,table,text",11,5,12357
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec12__chunk04,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,12,9,11,4,5,840,"image,ocr,table,text",11,5,12736
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec12__chunk05,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,12,9,11,5,5,141,"image,ocr,table,text",11,5,1891
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec13__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,13,11,11,1,1,362,"table,text",1,0,2664
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec14__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,14,11,12,1,1,771,"image,ocr,table,text",2,3,8581
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec15__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,15,12,13,1,2,539,"image,ocr,table,text",3,2,3942
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec15__chunk02,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,15,12,13,2,2,815,"image,ocr,table,text",3,2,6713
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec16__chunk01,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,16,13,14,1,3,606,"image,ocr,table,text",4,2,3930
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec16__chunk02,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,16,13,14,2,3,713,"image,ocr,table,text",4,2,5131
pintuco__fds-32-pintulaca-blanco-7519-pintuco__sec16__chunk03,pintuco__fds-32-pintulaca-blanco-7519-pintuco,Pintuco,PINTULACA BLANCO 7519,FDS 32 - PINTULACA BLANCO 7519 - PINTUCO.pdf,16,13,14,3,3,551,"image,ocr,table,text",4,2,5322
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec01__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,1,1,1,1,1,342,"image,ocr,table,text",1,2,3451
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec02__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,2,1,2,1,3,408,"image,ocr,table,text",1,5,2628
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec02__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,2,1,2,2,3,845,"image,ocr,table,text",1,5,7247
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec02__chunk03,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,2,1,2,3,3,221,"image,ocr,table,text",1,5,3360
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec03__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,3,2,2,1,1,391,"image,ocr,table,text",2,1,3966
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec04__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,4,2,2,1,2,392,"table,text",1,0,2405
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec04__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,4,2,2,2,2,804,"table,text",1,0,5761
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec05__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,5,2,3,1,1,716,"image,ocr,table,text",2,2,6328
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec06__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,6,3,3,1,1,663,"table,text",1,0,5009
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec07__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,7,3,4,1,3,429,"image,ocr,table,text",2,2,2954
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec07__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,7,3,4,2,3,821,"image,ocr,table,text",2,2,6813
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec07__chunk03,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,7,3,4,3,3,182,"image,ocr,table,text",2,2,2167
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec08__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,8,4,5,1,4,531,"image,ocr,table,text",7,9,3657
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec08__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,8,4,5,2,4,827,"image,ocr,table,text",7,9,7032
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec08__chunk03,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,8,4,5,3,4,816,"image,ocr,table,text",7,9,10221
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec08__chunk04,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,8,4,5,4,4,140,"image,ocr,table,text",7,9,2092
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec09__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,9,5,6,1,2,831,"image,ocr,table,text",2,2,7686
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec09__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,9,5,6,2,2,141,"image,ocr,table,text",2,2,1853
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec10__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,10,6,6,1,1,547,"table,text",3,0,5478
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec11__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,11,6,7,1,3,717,"image,ocr,table,text",2,2,5171
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec11__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,11,6,7,2,3,939,"image,ocr,table,text",2,2,7619
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec11__chunk03,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,11,6,7,3,3,182,"image,ocr,table,text",2,2,2104
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec12__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,12,7,8,1,1,620,"image,ocr,table,text",4,2,6730
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec13__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,13,8,8,1,1,367,"table,text",1,0,2707
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec14__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,14,8,9,1,2,814,"image,ocr,table,text",2,6,9699
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec14__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,14,8,9,2,2,140,"image,ocr,table,text",2,6,2078
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec15__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,15,9,10,1,2,592,"image,ocr,table,text",2,2,4246
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec15__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,15,9,10,2,2,691,"image,ocr,table,text",2,2,5911
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec16__chunk01,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,16,10,11,1,3,580,"image,ocr,table,text",2,2,3847
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec16__chunk02,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,16,10,11,2,3,844,"image,ocr,table,text",2,2,7211
pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco__sec16__chunk03,pintuco__fds-33-esmalte-top-quality-azul-medio-1795-pintuco,Pintuco,ESMALTE TOP QUALITY AZUL MEDIO 1795,FDS 33 - ESMALTE TOP QUALITY AZUL MEDIO 1795 - PINTUCO .pdf,16,10,11,3,3,141,"image,ocr,table,text",2,2,1807
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec01__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,1,1,1,1,1,348,"image,ocr,table,text",1,2,3451
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec02__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,2,1,1,1,3,368,"image,ocr,table,text",1,4,2370
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec02__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,2,1,1,2,3,839,"image,ocr,table,text",1,4,7012
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec02__chunk03,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,2,1,1,3,3,180,"image,ocr,table,text",1,4,2565
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec03__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,3,1,2,1,1,791,"image,ocr,table,text",4,2,7949
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec04__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,4,2,3,1,3,388,"image,ocr,table,text",2,2,2431
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec04__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,4,2,3,2,3,653,"image,ocr,table,text",2,2,4862
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec04__chunk03,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,4,2,3,3,3,511,"image,ocr,table,text",2,2,4247
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec05__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,5,3,3,1,1,557,"table,text",1,0,4457
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec06__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,6,3,3,1,1,656,"table,text",1,0,4974
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec07__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,7,3,4,1,3,548,"image,ocr,table,text",3,1,4133
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec07__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,7,3,4,2,3,848,"image,ocr,table,text",3,1,7106
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec07__chunk03,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,7,3,4,3,3,141,"image,ocr,table,text",3,1,1504
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec08__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,8,4,6,1,5,807,"image,ocr,table,text",12,11,6895
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec08__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,8,4,6,2,5,227,"image,ocr,table,text",12,11,3524
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec08__chunk03,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,8,4,6,3,5,827,"image,ocr,table,text",12,11,7711
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec08__chunk04,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,8,4,6,4,5,835,"image,ocr,table,text",12,11,9434
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec08__chunk05,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,8,4,6,5,5,302,"image,ocr,table,text",12,11,4313
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec09__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,9,6,7,1,2,330,"image,ocr,table,text",2,1,2184
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec09__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,9,6,7,2,2,801,"image,ocr,table,text",2,1,8184
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec10__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,10,7,7,1,1,626,"image,ocr,table,text",3,2,6581
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec11__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,11,7,9,1,4,843,"image,ocr,table,text",7,4,5624
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec11__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,11,7,9,2,4,654,"image,ocr,table,text",7,4,5036
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec11__chunk03,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,11,7,9,3,4,911,"image,ocr,table,text",7,4,8182
