chunk_id,document_id,manufacturer,product,source_file,section_number,page_start,page_end,chunk_index,chunk_count_for_section,token_estimate,content_types,table_count,image_count,content_chars
sika__fds-74-sikafloor-161-264-b-sika__sec11__chunk01,sika__fds-74-sikafloor-161-264-b-sika,SIKA,Sikafloor®-161/264 Part B,FDS 74 - Sikafloor-161-264 (B) - SIKA.pdf,11,7,9,1,1,423,"image,ocr,text",0,2,3670
sika__fds-74-sikafloor-161-264-b-sika__sec12__chunk01,sika__fds-74-sikafloor-161-264-b-sika,SIKA,Sikafloor®-161/264 Part B,FDS 74 - Sikafloor-161-264 (B) - SIKA.pdf,12,9,10,1,1,334,"image,ocr,text",0,1,2558
sika__fds-74-sikafloor-161-264-b-sika__sec13__chunk01,sika__fds-74-sikafloor-161-264-b-sika,SIKA,Sikafloor®-161/264 Part B,FDS 74 - Sikafloor-161-264 (B) - SIKA.pdf,13,10,10,1,1,78,text,0,0,513
sika__fds-74-sikafloor-161-264-b-sika__sec14__chunk01,sika__fds-74-sikafloor-161-264-b-sika,SIKA,Sikafloor®-161/264 Part B,FDS 74 - Sikafloor-161-264 (B) - SIKA.pdf,14,10,11,1,1,264,"image,ocr,text",0,1,1957
sika__fds-74-sikafloor-161-264-b-sika__sec15__chunk01,sika__fds-74-sikafloor-161-264-b-sika,SIKA,Sikafloor®-161/264 Part B,FDS 74 - Sikafloor-161-264 (B) - SIKA.pdf,15,11,11,1,1,121,text,0,0,814
sika__fds-74-sikafloor-161-264-b-sika__sec16__chunk01,sika__fds-74-sikafloor-161-264-b-sika,SIKA,Sikafloor®-161/264 Part B,FDS 74 - Sikafloor-161-264 (B) - SIKA.pdf,16,11,12,1,1,497,"image,ocr,text",0,3,3992
sika__fds-86-sikafloor-510-part-a-sika__sec01__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,1,1,1,1,1,139,"image,ocr,text",0,1,1211
sika__fds-86-sikafloor-510-part-a-sika__sec02__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,2,1,2,1,1,393,"image,ocr,text",0,3,3394
sika__fds-86-sikafloor-510-part-a-sika__sec03__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,3,2,3,1,1,261,"image,ocr,table,text",1,1,2980
sika__fds-86-sikafloor-510-part-a-sika__sec04__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,4,3,3,1,1,210,text,0,0,1298
sika__fds-86-sikafloor-510-part-a-sika__sec05__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,5,3,3,1,1,79,text,0,0,523
sika__fds-86-sikafloor-510-part-a-sika__sec06__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,6,3,4,1,1,164,"image,ocr,text",0,1,1391
sika__fds-86-sikafloor-510-part-a-sika__sec07__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,7,4,4,1,1,174,text,0,0,1139
sika__fds-86-sikafloor-510-part-a-sika__sec08__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,8,4,5,1,1,298,"image,ocr,text",0,1,2262
sika__fds-86-sikafloor-510-part-a-sika__sec09__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,9,5,6,1,1,254,"image,ocr,text",0,1,1940
sika__fds-86-sikafloor-510-part-a-sika__sec10__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,10,6,6,1,1,72,text,0,0,526
sika__fds-86-sikafloor-510-part-a-sika__sec11__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,11,6,7,1,1,240,"image,ocr,text",0,1,1892
sika__fds-86-sikafloor-510-part-a-sika__sec12__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,12,7,8,1,1,143,"image,ocr,text",0,1,1260
sika__fds-86-sikafloor-510-part-a-sika__sec13__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,13,8,8,1,1,79,text,0,0,514
sika__fds-86-sikafloor-510-part-a-sika__sec14__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,14,8,8,1,1,60,text,0,0,427
sika__fds-86-sikafloor-510-part-a-sika__sec15__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,15,8,9,1,1,183,"image,ocr,text",0,1,1496
sika__fds-86-sikafloor-510-part-a-sika__sec16__chunk01,sika__fds-86-sikafloor-510-part-a-sika,SIKA,Sikafloor®-510 Part A,FDS 86 - Sikafloor®-510  Part A - SIKA.pdf,16,9,10,1,1,467,"image,ocr,text",0,3,3841
sika__fds-87-esmalte-epoxico-part-a-sika__sec01__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,1,1,1,1,1,128,"image,ocr,text",0,1,1135
sika__fds-87-esmalte-epoxico-part-a-sika__sec02__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,2,1,3,1,1,733,"image,ocr,text",0,5,6197
sika__fds-87-esmalte-epoxico-part-a-sika__sec03__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,3,3,3,1,1,205,"table,text",1,0,1583
sika__fds-87-esmalte-epoxico-part-a-sika__sec04__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,4,3,4,1,1,328,"image,ocr,text",0,1,2399
sika__fds-87-esmalte-epoxico-part-a-sika__sec05__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,5,4,4,1,1,116,text,0,0,734
sika__fds-87-esmalte-epoxico-part-a-sika__sec06__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,6,4,5,1,1,178,"image,ocr,text",0,1,1469
sika__fds-87-esmalte-epoxico-part-a-sika__sec07__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,7,5,5,1,1,260,text,0,0,1708
sika__fds-87-esmalte-epoxico-part-a-sika__sec08__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,8,5,7,1,1,656,"image,ocr,table,text",2,2,6251
sika__fds-87-esmalte-epoxico-part-a-sika__sec09__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,9,7,8,1,1,251,"image,ocr,text",0,1,1929
sika__fds-87-esmalte-epoxico-part-a-sika__sec10__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,10,8,8,1,1,87,text,0,0,614
sika__fds-87-esmalte-epoxico-part-a-sika__sec11__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,11,8,9,1,1,325,"image,ocr,text",0,1,2466
sika__fds-87-esmalte-epoxico-part-a-sika__sec12__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,12,9,10,1,1,171,"image,ocr,text",0,1,1476
sika__fds-87-esmalte-epoxico-part-a-sika__sec13__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,13,10,10,1,1,92,text,0,0,577
sika__fds-87-esmalte-epoxico-part-a-sika__sec14__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,14,10,11,1,1,266,"image,ocr,text",0,1,1983
sika__fds-87-esmalte-epoxico-part-a-sika__sec15__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,15,11,11,1,1,140,text,0,0,932
sika__fds-87-esmalte-epoxico-part-a-sika__sec16__chunk01,sika__fds-87-esmalte-epoxico-part-a-sika,SIKA,Esmalte Epóxico Part A,FDS 87 - Esmalte Epóxico Part A - SIKA.pdf,16,11,13,1,1,567,"image,ocr,text",0,4,4773
